"vendor_id","product_count","rank"
"581ae82a-cd3e-4c64-94f4-648cb47bbe2f","10","2"
"68bf409e-2830-4cc3-b2e9-8aec930ef625","10","2"
"b42459cc-96a7-41b7-903c-caebe566b8d2","10","2"
"8cf62b0a-444e-461c-b300-ec38810bf3e7","10","2"
"b7cc1b7f-f713-42d5-bfee-8ed21d98c48f","10","2"
"1d436e9c-fb95-41d8-b75c-607f00503df5","10","2"
"368867c9-2a1b-4853-b34c-40eef2f2a999","10","2"
"48bf35c4-efa6-4707-80ff-87545cb0df5c","10","2"
"554f1671-1dd2-4699-b081-c8f10503feaa","10","2"
"a812e55a-41f8-4bfa-8f3b-2a17961e6947","10","2"
"8f1f48c8-a24b-442a-90c7-b5e97f2196fd","10","2"
"c72eba22-43ff-4463-abed-d7abb28a2027","10","2"
"59c03611-a931-4cd2-8840-2520f3fbb005","10","2"
"7a785375-4237-4234-b872-20e7d6af5d83","10","2"
"1ec25558-20dc-44a1-b649-19244a63667f","10","2"
"9e477ad9-da1b-40c2-a908-9f2d1c1d96b6","10","2"
"62940982-5293-44ad-a7fe-8e177d2e1fb1","10","2"
"ee7cd1da-7e17-4520-bd72-4db5113c365d","10","2"
"35c8398e-2b3b-42da-b0f9-df36fd759168","10","2"
"a6bcb34d-6932-4adc-ba8a-6c46c47d7273","10","2"
"35ec269d-0098-4a59-bbce-d9bc72bce36c","10","2"
"c4d5fc45-6100-41b3-8a38-c2f665073203","10","2"
"0b80510b-6558-4cc5-9c73-315fbe5f5e64","10","2"
"5e986e0a-88f1-495d-a23e-78165c769b26","10","2"
"da2f3e3c-1ac0-4b96-b688-e5e114eaab29","10","2"
"f1b23b73-5837-4237-8850-0f61f0047137","10","2"
"e05bd79c-2f5d-4f6b-9993-568e94886675","10","2"
"fb2179ca-9685-4891-85a5-4f4194378263","10","2"
"b81e7a91-4f14-42f6-916e-856d81832407","10","2"
"6e9f049e-8ae7-437a-a625-053cb61d74da","10","2"
"374b2a36-e93b-4f80-9819-9f24ea93af9f","10","2"
"77414500-57a5-4caa-8306-4657d5cb84db","10","2"
"85012126-6cdd-48ef-97fb-88a03e9c6908","10","2"
"f83d53a8-a9f5-4d3f-9584-f5e530ca1e1a","10","2"
"0ba8b4b8-1a10-45c4-89bd-c82beb9a9c02","10","2"
"e1be6751-bcae-4e38-991b-aa0d948a09b5","10","2"
"948c814f-e8ca-43f0-8e38-77f24d7f2313","10","2"
"98f71588-a600-4c5a-91e7-f844b055a4eb","10","2"
"69d47ca0-8dbf-4b82-88c6-c4f29f4f2247","10","2"
"1d20a126-ba0a-422e-b3c9-f2686f81e260","10","2"
"10f8e27f-e3ab-4863-b50b-ef092a50b0e2","10","2"
"256c58fe-6d13-4918-bd8f-83bb284535ac","10","2"
"1ce658be-a474-4a43-9d92-0b86de958533","10","2"
"1a6fcf69-b456-492d-afd2-a86149263cea","10","2"
"3e227ef0-ca77-4e52-8067-4d8a47547396","10","2"
"ca3cf622-929a-425c-9a38-ef996750979d","10","2"
"72abe323-e322-42ac-9265-5142620cc152","10","2"
"587a4963-f944-4619-9cdc-223a9af92c88","10","2"
"2a8a35fd-53f9-476d-936f-40cef0e29610","10","2"
"7881edc7-4de8-40bb-b7ee-ddfae8b4e9ac","10","2"
"3e9d5300-e9e8-4bfa-a051-438912b64ddd","10","2"
"5aea9313-e217-45d4-9125-c67f14272b3b","10","2"
"795c42f6-787b-4734-a440-9d08d9aae8ad","10","2"
"8240f4a4-9dc9-4cfb-9c8b-aaaca4890359","10","2"
"138685f9-fcbf-4ab7-823a-8e059c2b1905","10","2"
"07c0be0e-6c14-452c-918a-eb6d854e837f","10","2"
"24b99bcc-585d-452b-a064-ac069cf05652","10","2"
"cf75fc4c-c4ac-4947-aec3-c94c6e5e32cf","10","2"
"911fefcf-f010-408f-8f4b-19d458fadeea","10","2"
"1e641166-1610-466e-991e-36f3f6532efb","10","2"
"2e50c2b6-b51c-4e0a-af27-bfba61bed395","10","2"
"ca61f1ed-08ec-4c1a-b07c-d8b6b2382810","10","2"
"ff5c9945-f80f-4aed-9878-3faf5e4157df","10","2"
"05fa3227-22da-425d-ae02-33e2e93b8bd0","10","2"
"e0b3342d-2a1a-4223-9c38-aa72c4e15a0e","10","2"
"80764e15-b053-4dd7-948d-046900c3076c","10","2"
"56aafd91-6217-450e-b100-38b7450ceb00","10","2"
"822c0b62-7270-4897-b361-5c4881bacd07","10","2"
"8ca8e6e8-9813-474b-84a4-156d826317dd","10","2"
"9141fd24-e2ba-4bf9-abf1-2f32ea255d7f","10","2"
"d82ef267-14e8-4c7c-8d00-34def4f75eaa","10","2"
"008ec4d7-e253-42dd-9ce8-d555ccca4212","10","2"
"ee3d351e-623b-4f8e-b3da-bea8d2b1fa14","10","2"
"0c398231-1417-4e97-8463-8a287f059519","10","2"
"f0823383-03ed-47e8-be58-a3dc0b03f2f3","10","2"
"a9e7a127-3c63-4de8-8a88-b5be8c072fe8","10","2"
"ff23d256-4a35-4321-b0c6-f84c27e2f2c5","10","2"
"53161cda-34e5-4eef-a109-f0af2bb81e72","10","2"
"38e140b3-6e1c-4761-a54a-01fb9a0f0523","10","2"
"cda2cf60-bddc-4a36-a284-092bb9f7e962","10","2"
"1f253a52-92f0-4cdb-8121-7bfee0a84ba0","10","2"
"e4fc4223-acde-4dbb-8ec5-27a729ea68fa","10","2"
"73d933ea-b3c1-4427-a398-042e5dc8604d","10","2"
"67a6a5df-78d9-404b-960a-68b9d3ff5d72","10","2"
"9eb5e6b8-29e2-439b-ade5-4fdf9a821721","10","2"
"577c5b2a-be99-4a83-ac86-cf0b021b4ca7","10","2"
"0ff904f4-88f5-475b-b156-a936360ec857","10","2"
"08db0923-66ab-47ac-8b02-463789959d61","10","2"
"4a80708f-92e0-46e2-9380-3309f4193689","10","2"
"554647e4-3c30-4652-8af9-5d148b2fb0b6","10","2"
"5407eac1-0b63-4bad-97ba-d6ff4af4bf90","10","2"
"b0c01a27-9f7e-49af-971b-3f4b04fbdfe7","10","2"
"273d3fcc-b5e2-4f0e-a385-39e6171c8344","10","2"
"9b339767-ee6a-4904-baa2-80e316bb88ea","10","2"
"cd8f36ed-6ac8-4e0b-8667-fab0aae36dd2","10","2"
"f699cd58-bb36-43e5-97ad-1909786b047e","10","2"
"61aa6cbe-43c6-411d-aa37-d9a3287e25c6","10","2"
"a0991334-274d-402c-94b0-69daf428dbde","10","2"
"8dbdb76a-3d98-46d2-b03b-30cb09e5cc73","10","2"
"fcb7c6bb-b7cd-4990-8365-769c9bfd2f6d","10","2"
"dfc56cc3-5e3a-4068-9ceb-cd937500c315","10","2"
"54976919-5534-41e4-aa57-5f57d736bf81","10","2"
"354744fe-71fd-4231-a2f6-6e434557c3b9","10","2"
"9c308b02-c98c-4d88-8ccf-9b2182f7dd50","10","2"
"fef1955f-a285-4609-a20e-28db3e89f789","10","2"
"577b357c-173b-43fe-b61a-d5dc6e130383","10","2"
"8d297720-cc87-49f6-88f7-ec473d182b63","10","2"
"e89d6879-d43f-4e46-b6bf-61dda3412ace","10","2"
"28040bce-3466-4508-87db-517b282f4cee","10","2"
"925b5601-ebfe-49f9-badd-24a7c98907bb","10","2"
"f7af21af-6116-412a-acad-49fa98ab57c7","10","2"
"45c531f2-385f-4cb5-9989-b6d554093ef5","10","2"
"bcbb35b9-d289-495d-8cee-5822f39cdd30","10","2"
"f4d9ec20-8d93-4c38-8b38-3001e2c9d24b","10","2"
"82594ee8-ba5f-4c58-96e5-d5387aecc2c8","10","2"
"86c1a9ae-53a5-413e-8b20-96bbc997f2b5","10","2"
"309b127c-9c65-4e91-b9ad-761841533210","10","2"
"7e64043c-4c02-4e47-bd6a-ec595203a6ac","10","2"
"62cc4b02-d462-4ff7-a0fc-e6e0c77cd834","10","2"
"a636902c-8960-4f2e-a78d-672810b5f88c","10","2"
"b23a78d4-4dad-4d2a-876c-55a277d74542","10","2"
"5cc0c41c-74c1-42b2-92da-77b9a9499ae6","10","2"
"d7e24c4a-664d-4627-bb5c-761d2170ac25","10","2"
"6ee3b571-16b7-4eba-88a2-86bac5d9a870","10","2"
"7ced2f96-73ce-42c7-b87c-e7844d442d6b","10","2"
"978b0a37-0902-4d7b-9d3c-7a717e8c736e","10","2"
"28f91b8f-34b4-4b9e-9e71-3186831cacfc","10","2"
"e0e29ce7-ee1f-4a44-b75c-c4fe945c6ab8","10","2"
"9c5052de-e15a-4b08-8889-5fa1e7d5f97b","10","2"
"083098da-7900-4f40-9893-f75dc105ddf9","10","2"
"a8079dcc-7636-42fa-80ab-ddc0c88c3509","10","2"
"bcac49cd-b89d-41d4-9833-3024a2e1b6db","10","2"
"d0a7928d-d692-49a2-b49f-b5d0661f796d","10","2"
"8908cea7-414a-4a84-8c88-61344f641404","10","2"
"8fa288e0-cf18-4997-8640-3145d4f30a56","10","2"
"471ac67f-f94e-467e-9cd3-2d389a075d2a","10","2"
"e0df8c12-d931-4fd6-9cac-d63060f20c6b","10","2"
"10cb36ba-f2bd-449d-9058-96310513fe70","10","2"
"d068025d-7de4-4b72-967f-67ded4956137","10","2"
"284f972c-4172-47c5-9755-d2eba8dec386","10","2"
"f2b81ec1-9b08-4b74-b62e-6982a82559f9","10","2"
"b0cf65af-d10d-48cd-8b54-7a9a1ebb510d","10","2"
"626f25c5-dfe0-44bb-b4a9-8981eabcdba5","10","2"
"48875e32-d37c-4294-a570-27315f99f1c0","10","2"
"a1cb73a0-e5e8-4941-aa9f-ebe68180a0c8","10","2"
"b4679f8c-8c66-4d47-a48e-ec27882b748a","10","2"
"0a821497-c70d-46f7-8e79-cb880a6b17c7","10","2"
"cd63ec44-bb87-4d17-a419-71fe67d9c89f","10","2"
"2ea15c39-b00c-461e-a261-f1a54e8442fe","10","2"
"74fe1868-8b3c-43fa-8dd7-6f0b51fe46e4","10","2"
"f7db3fef-c98e-4334-ba4e-035901b07324","10","2"
"d39bfb0b-a495-4c41-b9b5-34413a24cd27","10","2"
"42ff4e45-a79f-4812-a531-f21f92eaecb3","10","2"
"1e42bb27-583f-428b-8ce1-330b2d9d88c2","10","2"
"1e08e38e-8d37-4365-8990-7e0d554286ab","10","2"
"d3f74fbd-b462-44e5-8207-1ec9877f902a","10","2"
"a6e1fc69-2007-4203-8f3f-8c3c64bff88e","10","2"
"5e9b60ac-feb4-4c82-bd00-a90efb61f08f","10","2"
"e55e6e1c-11df-4b35-bc54-4dadf6c3f2ab","10","2"
"f1d00eac-670c-48bb-bbcb-4cdecb5e84f3","10","2"
"9fb4b501-65ef-4e56-be6d-288b9ea4076a","10","2"
"5ab55d8b-13c3-4b42-a6a8-26c9764c6e9d","10","2"
"3a0ab1cf-592d-4239-83d8-ad6e3d904269","10","2"
"4ef74a1d-0b86-4771-b13c-df4d6e8bf565","10","2"
"ee3983c0-0ab1-4611-8f7f-590d16de820a","10","2"
"2bb56488-c77f-4ca7-b1ca-213930e26e68","10","2"
"afa9b0db-5fea-497c-a9cf-5fb25347cabf","10","2"
"3ae55559-43fb-4ea6-92a8-c3d0ec99d72c","10","2"
"44a59eaa-5fef-43f0-a120-8084a2409140","10","2"
"203b45a1-475d-4eb4-b72f-1f0421635db5","10","2"
"c678f36b-9ab8-4e18-aa80-fa8eff803b95","10","2"
"dbd1bdd6-84d7-4658-8c2e-6515c52b63d1","10","2"
"90bb314c-a5b3-4fd4-a4ce-9324ed12b53f","10","2"
"8a371c60-f611-4f4c-a399-fb3f5c3b5e63","10","2"
"e0e101d0-ee62-4787-9b50-f64b06efba3a","10","2"
"15b17720-7726-4f2b-b209-b66178cd7460","10","2"
"28864385-5d79-4ba1-ab25-472c669276e1","10","2"
"cf523be0-0b65-437e-9156-dedd09dc600d","10","2"
"39d7cbb1-b991-4b73-a40a-3c64319ca690","10","2"
"753d72eb-cbc1-4341-879d-d29dbe963425","10","2"
"15d4ea09-1e61-4dbb-9695-b295c641669e","10","2"
"7a34b61b-8d35-46cd-9c9c-944e2ce85a15","10","2"
"1b5c53d2-bdd5-45f8-89fe-ce15e7fe59df","10","2"
"b8fae6ee-5cfb-46ba-af66-ab157d61c7a9","10","2"
"ff13b9b8-71c0-4d71-9700-90d89f14f11b","10","2"
"9ead3923-74ab-48f8-b3a6-5a3e29bdf1e2","10","2"
"a9d37cf0-ddf9-43b6-8586-3258cce86b2b","10","2"
"3e40fc85-8eb5-4dea-bf9f-2d969eb033bd","10","2"
"e585acfd-9649-48a4-aae0-2681e8221237","10","2"
"88fec50a-56a6-4a68-81bf-a27fedc0ad06","10","2"
"a4e6a90b-bcd1-4227-8cd8-9a62ce8e38b7","10","2"
"bac91d87-1cbc-4d10-a4e6-a144009879a9","10","2"
"2e0b18b2-b647-464b-acf7-dc10346ac43f","10","2"
"66402974-88fb-44de-bcba-bafd89e2b261","10","2"
"9ea0f5b5-e3b0-4498-b031-a5ada323165d","10","2"
"d32fc7f3-a0ed-473d-b120-c112020f0d24","10","2"
"54407231-f589-4f99-b5e1-b676b1bd5440","10","2"
"661fe385-bf2f-40b1-b5f2-a2816090c23a","10","2"
"57289449-61df-43ef-a541-0a0a6d11e3b7","10","2"
"6a9b82a9-db1b-4b8b-b3db-cb9226ef7ccc","10","2"
"eac4aefe-d837-4938-b7bb-ec43b9d95c91","10","2"
"638bda89-a314-458f-be8b-07b4f3f0d282","10","2"
"fa0a3f11-0b48-4b79-b937-3c29d99b9d3d","10","2"
"71fc738c-814c-408b-872e-f9e629542e7a","10","2"
"7a0ddbc4-f694-4215-b64d-ef440193bb54","10","2"
"80fce704-08ff-476a-b726-65a44b07bb99","10","2"
"9259fdbf-aea2-422e-8305-fc026e17f2b4","10","2"
"cde30028-ed9e-4039-a13d-513668f6eb5a","10","2"
"3635626e-2668-4d1c-aa8e-cc94215b13a5","10","2"
"308c5a68-5a9f-4ab5-8876-241fe98e32f8","10","2"
"257bdeeb-997c-440d-9dac-f33b12684cf1","10","2"
"18a16149-1b8b-48fe-9180-5f65978ba001","10","2"
"c70cf9aa-893c-4ae2-9a05-ef6807cd22b3","10","2"
"6fe63a2f-0c9b-4b2c-a663-1c5f9ac51c13","10","2"
"6ff67670-052a-4848-8ffd-3f3fd93458e0","10","2"
"6c26ce63-546a-4306-a13e-ba604abf49ba","10","2"
"7e6945b0-ad52-4cf3-bbe8-45a142f55508","10","2"
"5256e074-2503-4296-b516-a7e7fa45d175","10","2"
"cf4d5331-bf00-4127-89f9-2991d15d171f","10","2"
"6b116bcd-118b-4e98-a35f-8d4df4125889","10","2"
"48c57013-a23d-41de-bb8a-6d48b9b3cfd6","10","2"
"5bcfb093-6e63-4d85-98dc-d9a26b8e66ec","10","2"
"da9f0e8f-00f0-439a-8a21-43fdcaf7fe34","10","2"
"85c72387-664f-4c75-9c83-efcb7d464ee7","10","2"
"79a91d88-9b36-405c-97ba-d0e4713d6154","10","2"
"832e68aa-9fbf-476f-941b-484708ef2b7f","10","2"
"72bd1623-add0-46ad-87a4-b08a0fa71f6f","10","2"
"555f69ef-d582-4e00-920a-59edc5bd4699","10","2"
"e48ddb0f-9326-4e9b-93c4-b59010eea588","10","2"
"3b2a6bce-2532-43b4-9e9a-743e33dbc5d2","10","2"
"42af5dd8-35f2-4a3a-950c-10e9db3c682c","10","2"
"4c2d2d3e-18a1-4c88-a042-8f346fcd6847","10","2"
"4aa3247d-466e-4c1d-abf1-8a6ec1515f0a","10","2"
"009472c0-bb32-45ae-bc48-a44537be637d","10","2"
"e3a7559e-9bdd-43fa-9dbb-ff3b7853b697","10","2"
"a26ae2ca-5369-44ad-9212-ec9b31f921fe","10","2"
"a10ff0e1-bf29-4bbc-ad5f-fd16a17db1b7","10","2"
"ab581644-b5bf-4cd3-9ef6-6d253838c1ab","10","2"
"f1cca1a5-9671-4408-98db-d58b602ca697","10","2"
"68246b98-776b-4396-aea2-4c8634973d14","10","2"
"0b3d1cca-b811-427f-adaf-391dcf35bd84","10","2"
"90a16d24-9510-416c-96a7-f43ab709e318","10","2"
"0c576098-879f-4e23-be9e-d076a68f59ea","10","2"
"939e0387-0d5b-4649-98ea-7625d035f919","10","2"
"e08f9402-dd70-4aea-b755-d9d9f9ba3565","10","2"
"55302ca0-a485-4bbb-a593-e2a2beb1fddd","10","2"
"1979160a-3763-4cdf-98bb-decabf70c1d7","10","2"
"85ca7d65-4dfd-408b-992a-f475bdceb6be","10","2"
"a3665226-eb87-4d27-bbbb-a6689fadc34e","10","2"
"9593f6a6-6d10-47ad-92fb-45e6fc48ba92","10","2"
"f6b5529a-aef4-4d69-a3a1-3d8fc61b30a3","10","2"
"9f1519aa-18e3-486c-bf15-e28c67f69473","10","2"
"19bec49c-7b6c-4826-80db-b8f1146516d7","10","2"
"31a63b95-b352-4cd7-9b8a-ce26612f726d","10","2"
"e496612f-b31e-4538-9c53-a09a8688121e","10","2"
"7216fd82-2356-429b-bc89-034a6e1d6e7a","10","2"
"f77406ca-62a7-48e1-95ed-742c8fdf3298","10","2"
"55a46606-5130-48dc-bab4-538e286e099a","10","2"
"3eef5db3-99a5-4a3e-959a-35904ba091e8","10","2"
"75b54ff2-b4a9-4ae1-85b1-64be26696618","10","2"
"e4c7f646-0a7b-4ada-b6ed-8725123f9a15","10","2"
"19bc3af6-8abd-40c9-972b-555f83497d93","10","2"
"ac416644-d47c-46c9-bdb7-8b73923db640","10","2"
"84037ad5-f127-4694-b526-84e8a452428e","10","2"
"59a5a892-a67a-4e8c-bced-6056467bc8ac","10","2"
"6dc17585-f9ef-4730-bf16-60d1a5465faa","10","2"
"7e341e5a-45fc-48aa-96ec-0afe88372128","10","2"
"c43c290f-73ba-4861-8519-c2825544968d","10","2"
"794a52c3-5d07-44dc-8751-99401cb93734","10","2"
"578a8747-0abe-4f0d-9fdf-e4a21619a0ee","10","2"
"bbcb2976-ee48-4890-a7ff-f2b981cd19a3","10","2"
